0,neg,neu,pos
#full,1,0,0
#followforfollow,0,0,1
#farewell,1,0,0
#emotions,1,0,0
#doubletap,0,0,1
#deep,0,0,1
#cumplea\u00f1os,0,0,1
#comeback,0,0.33333,0
#chilling,1,0,0
#chicken,0,0,1
#catsofinstagram,1,0,0
#brokenheart,0,0,1
#belieber,0,0,1
#band,1,0,0
#again,0,0,1
#after,0,0,1
til,0.028825,0.23792,0.066625
threw,0,0.33333,0
thankful,0.059583,0.19075,0.083002
star,0.026833,0.27139,0.035111
soy,0,0.22992,0.10342
sold,0.017292,0.29767,0.018375
sempre,0,0.27592,0.057417
restaurant,0.036167,0.20113,0.096125
pray,0.04675,0.26475,0.021833
positive,0,0.085055,0.08161
normal,0.022472,0.2243,0.086556
milk,0.038262,0.25266,0.042417
makeup,0.0065555,0.25058,0.076194
lives,0.017167,0.27029,0.045875
ka,0.04,0.24958,0.04375
j,0.02125,0.29703,0.015055
eye,0.0042,0.28007,0.049067
emotional,0.0073889,0.24975,0.076194
dude,0.020458,0.26803,0.04485
drinking,0.014034,0.25413,0.065167
cuando,0,0.33333,0
ce,0.0094165,0.284,0.039917
bike,0.046167,0.26333,0.023834
ben,0,0.27539,0.057945
apparently,0.031233,0.2516,0.0505
\u0e2a,0.0066665,0.31367,0.012916
@pharrell,0,0,0
-_-,0.017125,0.11667,0.032875
#workflow,0,0,1
#valentinesday,0,0,1
#sp,0,0,1
#relationship,1,0,0
#redhead,0,0,1
#pissed,0,0,1
#pinquotes,0,0,0
#phone,0,0,1
#meme,0,0,1
#malaysia,0,0,1
#lovinglife,0,0,1
#lifeisgood,0,0,1
#jesus,0,0,1
#jeans,0,0,1
#instagramhub,0,0,1
#inspired,0,0,1
#igaddict,0,0,1
#hug,0,0,1
#ff,1,0,0
#faith,0,0,1
#egypt,0,0,1
#date,0,0,1
#cupcake,0,0,1
#china,0,0,1
#champagne,0,0,1
#bunny,0,0,1
#bittersweet,1,0,0
women,0,0.13144,0.035222
wife,0,0.13784,0.028834
uncle,0.038333,0.26797,0.027028
tried,0.047334,0.25942,0.026583
tickets,0.013666,0.30883,0.010833
support,0.0041667,0.27742,0.05175
sonrisa,0,0.0905,0.076167
small,0,0.28225,0.051083
sat,0.017375,0.24921,0.066709
reunited,0.0069445,0.23141,0.094972
resort,0.025222,0.26359,0.044528
pas,0,0.28166,0.051667
papa,0.032834,0.11217,0.021667
page,0.011945,0.30822,0.013167
packing,0.029639,0.2674,0.036347
nd,0.019158,0.263,0.051142
momentos,0,0,0
momento,0,0,0
lose,0,0,0
likes,0,0.23028,0.10305
important,0,0.15066,0.016
hora,0,0,0
hari,0,0.097,0.069667
fresh,0.016778,0.097835,0.052055
felicidade,0,0.1515,0.015167
drunk,0.072613,0.20811,0.052667
dis,0.017084,0.31625,0
daughter,0.0243,0.2941,0.014967
cookies,0.015958,0.31737,0
childhood,0.049,0.23945,0.044945
center,0.030063,0.24321,0.060056
bag,0.036166,0.25683,0.040333
aqu\u00ed,0,0.33333,0
\ud83d\ude01,0.068,0.21625,0.049084
\u0e32,0.024583,0.28509,0.023667
\u0e07,0.03,0.30333,0
\u00e7a,0.04775,0.26725,0.01825
#vida,0,0,1
#tour,1,0,0
#teeth,0,0,1
#swim,1,0,0
#studio,0,0,1
#restinpeace,1,0,0
#rainyday,1,0,0
#pig,0,0,1
#off,0,0,1
#mourning,0,0,0
#mothers,0,0,1
#korea,0,0,1
#funtimes,0,0,1
#foto,0,0,1
#facebook,0,0,1
#epic,0,0,1
#eid,1,0,0
#domingo,0,0.16667,0
#do,0,0,0
#country,0,0,1
#chinese,1,0,0
#chillin,0,0,1
#chihuahua,0,0,1
#bear,1,0,0
you've,0.009,0.12005,0.037611
write,0.0057778,0.24669,0.080917
viernes,0,0.077333,0.089333
vacation,0.044,0.25272,0.036611
une,0,0.2795,0.053833
tem,0.0415,0.25967,0.032167
somebody,0.0089665,0.30733,0.017066
shooting,0.0145,0.26694,0.051889
reality,0.019833,0.14683,0
rainy,0.024917,0.26733,0.041111
prayers,0,0.16667,0
per,0.047317,0.27912,0.0069
mother's,0.044666,0.28867,0
momma,0.011595,0.25975,0.061988
island,0.01025,0.13828,0.018139
idk,0.023,0.25975,0.050667
horrible,0.13133,0.14613,0.055917
hanging,0,0.13733,0.029333
hall,0.012125,0.28962,0.031583
hace,0.010667,0.156,0
grandma,0.008,0.12373,0.034933
ending,0.035959,0.2519,0.045475
easy,0,0.27483,0.0585
dropped,0.036689,0.26178,0.034861
disney,0.0080835,0.21346,0.11183
complete,0.010167,0.14863,0.007875
clothes,0.034695,0.23378,0.064861
bonding,0.019083,0.24413,0.070125
bird,0.037889,0.27003,0.025333
anniversary,0.010209,0.25167,0.071459
\u0e2d,0.028,0.13867,0
\u02d8,0,0,0
Err:511,0.0096335,0.28188,0.041822
2015,0,0,0
14,0.066111,0.255,0.012222
#wisdom,0,0,1
#sweets,0,0,1
#storm,0,0,1
#she,0,0,1
#shame,1,0,0
#reading,0,0,1
#ohwell,0,0,1
#oh,1,0,0
#nye,0,0,1
#november,0,0,1
#newyears,0,0,1
#mothersday,0,0,1
#magic,0,0,1
#loner,0,0,1
#japanese,0,0,1
#january,0,0,1
#ibiza,1,0,0
#homework,0,0,1
#have,0,0,1
#guys,1,0,0
#funeral,0,0,1
#foodie,0,0,1
#final,1,0,0
#fiesta,0,0,1
#fan,0,0,1
#doggy,0,0,1
#costume,0,0,1
#cookies,0,0,1
#coke,0,0,1
#chicago,0,0,1
#bw,0,0.33333,0
#aww,0,0,1
#australia,0,0,0
#adventure,0,0,1
#21,0,0,1
#1d,0,0,1
{,0.058,0.25783,0.0175
yep,0.019833,0.24512,0.068375
walking,0.037278,0.26738,0.028681
takes,0.013834,0.12725,0.025583
style,0.024458,0.27671,0.032167
student,0.056722,0.22,0.056667
senior,0.059111,0.22997,0.04425
regalo,0.10542,0.21475,0.013166
packed,0.0011875,0.25813,0.074042
nephew,0,0.23578,0.097556
ir,0,0.102,0.064667
four,0.017034,0.12494,0.0247
followed,0.049347,0.24194,0.042042
fish,0.042365,0.25085,0.040063
fail,0.061916,0.222,0.049417
era,0.027166,0.25867,0.0475
episode,0.016444,0.14228,0.0079444
earth,0.0035667,0.27387,0.0559
didnt,0.027083,0.24371,0.062541
december,0.016333,0.1176,0.032733
closed,0.014108,0.29251,0.026716
cheese,0.0093333,0.2766,0.0474
candy,0.064194,0.24755,0.021583
camp,0.030222,0.2475,0.055555
body,0.0275,0.1155,0.023667
between,0.051585,0.22683,0.054833
asked,0.0077085,0.233,0.092625
alot,0.009,0.30646,0.017875
alive,0,0.24821,0.085127
ahora,0,0.24105,0.092278
\u00b0,0,0.083167,0.0835
#yoga,0,0,1
#xoxo,0,0,1
#whatever,0,0,1
#war,1,0,0
#walking,0,0,1
#vodka,0,0,1
#vegan,0,0.16667,0
#ukraine,0,0.33333,0
#tattoos,1,0,0
#sunrise,0,0,1
#realtalk,0,0,1
#panda,1,0,0
#never,0,0,1
#necklace,1,0,0
#mac,0,0,1
#instapicture,0,0,1
#inst,0,0,1
#inspire,0,0.16667,0
#handmade,0,0,1
#exercise,0,0,0
#everyday,0,0,1
#english,0,0,1
#de,0,0,1
#brasil,0,0,1
#bless,0,0,1
xxx,0,0.33333,0
weird,0.065056,0.234,0.034278
stuck,0.025083,0.25367,0.054584
sisters,0.022889,0.19766,0.11278
shows,0.06975,0.20539,0.058194
sent,0.031778,0.24958,0.051972
sem,0,0,0
sale,0,0.312,0.021333
ruined,0.05879,0.25554,0.019
ruin,0.060835,0.0785,0.0275
rather,0.017778,0.25895,0.056611
quite,0,0.1875,0.14583
po,0.052708,0.22579,0.054833
personas,0.01475,0.14125,0.010667
note,0.012167,0.26189,0.059195
lagi,0.025833,0.2595,0.048
instead,0.007389,0.27153,0.054417
haircut,0,0.16667,0
gunna,0.01625,0.24491,0.072167
forward,0.01475,0.26242,0.056167
fave,0.0087222,0.18942,0.13519
called,0.10972,0.17433,0.049278
c'est,0,0.16667,0
bout,0.034778,0.17217,0.12639
boots,0,0.25133,0.082
angel,0.0055556,0.2405,0.087278
ah,0.011917,0.21471,0.10671
\ud83d\ude14,0.013666,0.153,0
\ud83d\ude02,0.046333,0.045666,0.074665
\u0432\u0441\u0435,0.013,0.32033,0
\u00faltimo,0,0.26616,0.067167
\u00b4,0,0.309,0.024333
@dealer_seo,0,0,0
11-Sep,0,0.13902,0.02765
.......,0.017556,0.28728,0.028445
#winner,0,0,1
#webcamtoy,0,0,1
#town,0,0,1
#tanning,1,0,0
#stay,0,0,1
#squaready,0,0.16667,0
#sosad,0,0,1
#socute,0,0,1
#season,1,0,0
#roadtrip,0,0,1
#reunion,0,0,0
#rest,0,0,1
#outside,0,0,1
#orlando,1,0,0
#nutella,1,0,0
#nigth,0,0,1
#nerd,1,0,0
#natal,0,0.16667,0
#legend,1,0,0
#leave,1,0,0
#justin,0,0,1
#island,0,0,1
#humor,0,0,1
#gratitude,0,0,1
#goodluck,0,0,1
#germany,0,0.16667,0
#frozen,0,0,0
#fly,0,0,1
#feet,0,0,1
#early,0,0,1
#dogsofinstagram,0,0.33333,0
#customer,0,0,0
#colour,0,0,1
#cant,0,0,1
#boatarde,0,0,0
#ball,0,0,1
voy,0,0.1355,0.031166
toy,0.0075,0.14206,0.017111
totally,0.02515,0.28072,0.027467
swim,0.0095835,0.32375,0
sit,0.015917,0.12871,0.022041
shame,0.066167,0.25779,0.009375
service,0.015389,0.22837,0.089514
rose,0,0.30208,0.03125
power,0,0.33333,0
poco,0.031334,0.13534,0
mummy,0.013467,0.26878,0.051083
meeting,0.010667,0.11059,0.045416
media,0,0.15745,0.009222
match,0.016167,0.28858,0.028584
main,0.0965,0.17883,0.058166
lmfao,0,0.16071,0.0059583
leaves,0.043667,0.123,0
learn,0,0.30558,0.02775
ke,0,0.27433,0.059
jack,0.061722,0.2327,0.038916
heaven,0.01325,0.245,0.075085
healthy,0.034,0.16683,0.1325
hands,0.021167,0.239,0.073167
grand,0,0.10833,0.058333
graduation,0.016056,0.27922,0.038056
gettin,0.033667,0.23783,0.061833
ga,0.014,0.23678,0.082555
following,0.023611,0.27665,0.033066
fly,0.044416,0.20475,0.084167
fb,0.02925,0.12591,0.0115
estar,0,0.11775,0.048917
deus,0,0,0
despu\u00e9s,0,0.14033,0.026333
congrats,0,0.22597,0.10736
church,0,0.27271,0.060625
camera,0,0.087335,0.079335
brings,0.02225,0.27608,0.035
breaks,0.058625,0.25667,0.018125
bir,0.017167,0.1495,0
apart,0.021916,0.29717,0.01425
algo,0,0,0
\u0e1b,0.0077222,0.14433,0.014611
\u0447\u0442\u043e,0.036833,0.12983,0
@niallofficial,0.021472,0.10422,0.040972
@enrique305,0,0,0
11,0.082917,0.2353,0.015111
(,0.012063,0.24033,0.080917
#win,0,0,1
#tongue,0,0,1
#textgram,0,0,1
#sogood,0,0,1
#singapore,0,0,1
#shooting,0,0,1
#shine,0,0,1
#september,0,0,1
#road,1,0,0
#river,0,0,1
#ride,0,0,1
#pumpkin,0,0,1
#pale,1,0,0
#nail,0,0,1
#moody,1,0,0
#mcdonalds,1,0,0
#living,0,0,1
#lamborghini,0,0.16667,0
#jump,0,0,1
#islam,0,0,0
#instalife,0,0,1
#ilove,0,0,1
#hurts,1,0,0
#hilarious,0,0,1
#hijab,0,0.16667,0
#galau,1,0,0
#ending,0,0,1
#drinking,0,0,1
#cupcakes,0,0,1
#cocacola,0,0,1
#cloudy,0,0,1
#clean,0,0,1
#bridge,0,0,1
#boat,0,0,1
#bf,1,0,0
#bbq,0.018083,0.29717,0.018083
yup,0.016111,0.23228,0.084944
window,0.032017,0.2625,0.0387
ways,0.087333,0.246,0
vai,0,0.12706,0.039611
update,0.015333,0.15133,0
throwback,0,0.14167,0.025
sushi,0.010861,0.13595,0.019861
stadium,0.063125,0.27021,0
south,0.012167,0.20083,0.12033
sign,0.0090835,0.3085,0.01575
shine,0.0035667,0.24158,0.088184
session,0.00875,0.12717,0.030666
send,0.0042778,0.31783,0.011222
scene,0,0.11733,0.049333
s\u00e1bado,0,0.33333,0
rs,0.00575,0.18583,0.14183
ran,0.05025,0.25041,0.032611
quando,0,0,0
pure,0.029889,0.18117,0.12228
pls,0,0.317,0.016334
near,0.014625,0.30692,0.011791
natal,0,0.14078,0.025889
nail,0.0568,0.2689,0.0076
mountain,0,0.138,0.028667
misses,0.016834,0.28183,0.0345
mes,0,0,0
menos,0,0.10567,0.061
leg,0.022541,0.14413,0
laughing,0.028028,0.20181,0.1035
kitchen,0.026,0.29078,0.016611
keeps,0.0089165,0.31492,0.0095
image,0.056625,0.16375,0.11296
ik,0.017944,0.29222,0.023111
http://,0.0038334,0.30112,0.028381
growing,0.0090833,0.19842,0.12583
goodmorning,0.062833,0.2025,0.068
finish,0,0,0
fam,0,0.15679,0.009875
depressing,0.048222,0.20751,0.077541
delicious,0.026444,0.20564,0.10125
das,0,0.16667,0
cupcakes,0,0.30783,0.0255
cookie,0.012583,0.28008,0.040667
clean,0.0090665,0.23338,0.090922
choice,0,0.14608,0.020584
cheers,0,0.21775,0.11558
celebrate,0.026333,0.14033,0
building,0.050834,0.23222,0.050222
album,0.034555,0.25028,0.0485
absolutely,0.015416,0.25997,0.057861
`,0,0.16667,0
__,0.0081665,0.2575,0.067667
\u0e1a,0.031067,0.2446,0.057667
\u0e04,0.0075,0.14954,0.009625
\u0434\u0435\u043d\u044c,0,0.16667,0
,0.050667,0.21603,0.066635
40,0,0.29733,0.036
24,0.0083665,0.14983,0.0084665
#vans,0,0,1
#texas,1,0,0
#sundayfunday,0,0,1
#stressed,0,0,1
#soul,1,0,0
#soccergame,0,0,0
#see,0,0,0
#popular,0,0,1
#poland,0,0,1
#piccollage,0,0,1
#pen,0,0,1
#peaceful,0,0,1
#notcool,1,0,0
#monster,0,0,1
#meal,0,0,1
#manga,1,0,0
#linda,0,0,1
#latergram,1,0,0
#justme,0,0,1
#joke,1,0,0
#instaquote,0,0,1
#indie,0,0,1
#idol,0,0,1
#high,0,0,1
#her,0,0,1
#he,0,0,1
#happygirl,0,0,1
#grunge,0,0,0
#growingup,0,0,1
#fruit,0,0,1
#footballplayer,0,0,0
#footballmatch,0,0,0
#footballislife,0,0,0
#england,0,0,1
#dope,0,0,1
#comfy,0,0,1
#cloud,1,0,0
#bieber,0,0,1
#basketball,0,0,1
#bar,0,0,1
#architecture,1,0,0
west,0.0038333,0.27861,0.050889
vous,0,0.16667,0
verano,0,0.2425,0.090833
using,0.0245,0.25325,0.055625
tattoo,0.036667,0.2475,0.049167
taste,0.014,0.25567,0.063667
strong,0.034667,0.24508,0.053583
straight,0.03705,0.24132,0.054967
stole,0,0.23606,0.097278
sleeping,0.06725,0.20258,0.0635
series,0.0715,0.23817,0.023667
round,0.02975,0.27158,0.032084
river,0,0.26483,0.0685
race,0.012767,0.2427,0.077867
quick,0,0.33333,0
presents,0,0.23125,0.10208
pinquotes,0,0,0
paper,0.016334,0.15033,0
orange,0,0.3025,0.030833
novo,0,0,0
ne,0.0185,0.17033,0.1445
ma\u00f1ana,0,0.27183,0.0615
louis,0.041508,0.23219,0.059633
lock,0,0.14,0.026666
ladies,0,0.31495,0.018389
key,0.014889,0.2632,0.05525
jvmuqmddoi,0,0,0
hold,0.035667,0.25892,0.03875
hide,0.018833,0.26359,0.050917
glass,0.041444,0.26639,0.0255
girlfriend,0.037,0.20078,0.095556
foi,0,0.266,0.067335
finding,0,0.321,0.012333
fantastic,0.0053333,0.24096,0.087042
fake,0.028834,0.25471,0.049792
ended,0,0.15133,0.015333
dying,0.072222,0.25028,0.010778
drawing,0,0.11083,0.055833
desde,0.0098335,0.25211,0.071389
decided,0.013166,0.30317,0.017
cutie,0.009111,0.09422,0.063335
caught,0.016167,0.26244,0.054666
bunny,0.045883,0.26578,0.021667
buenas,0.066667,0.1,0
bottle,0.053,0.21658,0.063833
books,0,0.30633,0.027
blog,0,0.26858,0.06475
biggest,0,0.32144,0.011889
bear,0.058707,0.24433,0.030292
american,0,0.308,0.025333
age,0.057889,0.24839,0.027
ada,0,0.16667,0
\ud83d\ude22,0,0.16667,0
\ud83d\ude0d,0,0.27566,0.057667
\u25bd,0.0335,0.29983,0
17,0.008611,0.1295,0.028556
16,0,0.25717,0.076165
/:,0.077957,0.18416,0.071208
#weightloss,0,0,1
#watch,0,0,0
#tech,0,0.16667,0
#sorrynotsorry,0,0,1
#someone,0,0,1
#ring,0,0,1
#pitbull,0,0,1
#paper,0,0,1
#only,0,0,1
#obsessed,1,0,0
#more,0,0,1
#loss,1,0,0
#likeforfollow,0,0.16667,0
#july,0,0,0
#ipod,0,0,1
#instafriends,0,0,0
#hero,1,0,0
#hellokitty,0,0,1
#gross,1,0,0
#feels,1,0,0
#fastandfurious,0,0,0
#egg,0,0,1
#dontcare,0,0,1
#doctorwho,1,0,0
#dancer,0,0,1
#cumple,0,0.16667,0
#cooking,1,0,0
#colorado,0,0,1
#blondie,0,0,1
#bella,0,0,1
#aw,0,0,1
#accident,1,0,0
vez,0,0,0
tour,0.047055,0.25955,0.026722
toda,0.032667,0.1855,0.11517
sums,0,0.28883,0.0445
stickers,0,0,0
stand,0.012167,0.261,0.060166
safe,0.036944,0.22605,0.070333
realized,0.0061665,0.25,0.077139
re,0.051,0.21211,0.070055
practice,0.012556,0.28881,0.032
pass,0.025986,0.27151,0.035833
outfit,0,0.23706,0.096277
official,0,0.24566,0.087667
nigga,0.0303,0.2526,0.050466
mrs,0,0.25161,0.081722
moved,0,0.14808,0.018583
mo,0,0.136,0.030667
mini,0,0.28022,0.053111
million,0.030083,0.13659,0
mia,0.0555,0.27783,0
message,0,0.16667,0
memorial,0.0078665,0.32547,0
mail,0.027833,0.27189,0.033604
loss,0,0.16667,0
king,0.012334,0.26646,0.054541
james,0,0.16667,0
ja,0.0735,0.24621,0.013625
husband,0.014778,0.20005,0.1185
heading,0.0075,0.17338,0.15246
grow,0,0.2635,0.069833
group,0,0.29617,0.037167
grande,0,0.16667,0
grade,0.02,0.26492,0.048417
fair,0.037167,0.24013,0.05604
eso,0,0.13922,0.027444
egg,0,0.16667,0
drinks,0.014222,0.28961,0.0295
cuddle,0,0.30467,0.028667
crush,0,0,0
cosas,0,0,0
company,0.0033667,0.2499,0.080067
chilling,0.061236,0.2154,0.056694
central,0.037667,0.21083,0.084835
brothers,0,0.14972,0.016944
bridge,0,0.20508,0.12825
boss,0.030611,0.245,0.057722
bon,0,0.30611,0.027222
begin,0.032709,0.10746,0.0265
a\u00f1os,0,0,0
\ud83c\udf89,0,0,0
\u0e4a,0.024611,0.10539,0.036667
\u0e2d\u0e22,0.016389,0.12172,0.028556
\u0645\u0646,0.0195,0.306,0.0078333
\u0443,0,0,0
#week,0,0,0
#twins,0,0,1
#syria,0,0,1
#summer2013,0,0,0
#soon,0,0,1
#sis,0,0,1
#sexandlove,0,0,0
#saturdaynight,0,0,1
#rome,0,0,0
#precious,0,0,1
#pictures,0,0,1
#nolife,1,0,0
#naruto,1,0,0
#moon,0,0,1
#likeit,0,0,1
#lesbian,0,0,1
#lame,1,0,0
#ladies,0,0,1
#labrador,0,0,1
#karaoke,0,0,1
#journey,0,0,1
#hoodie,0,0,1
#hongkong,0,0,1
#hipster,0,0,1
#going,1,0,0
#geek,1,0,0
#frio,0,0.16667,0
#disco,0,0,1
#despicableme,0,0,0
#creepy,1,0,0
#carnaval,0,0,0
#care,0,0,1
#cap,0,0,0
#butterfly,0,0,1
#boots,0,0,1
#bluesky,0,0,1
#berlin,0,0.16667,0
#before,0,0,1
#balloon,0,0,1
#amo,1,0,0
##sad,0,0,0
wtf,0.043333,0.079835,0.043333
workout,0,0.16667,0
waking,0.086333,0.23046,0.016583
vou,0,0,0
viva,0,0.10433,0.062333
vegas,0.021889,0.25155,0.059889
uno,0,0.14167,0.025
travel,0.0128,0.25035,0.070217
training,0.026833,0.23983,0.066833
tower,0.016333,0.30322,0.013778
table,0,0.16667,0
swear,0.03445,0.26301,0.035867
suck,0.0325,0.30083,0
spot,0.01925,0.14741,0
shoot,0.019,0.26183,0.052335
scared,0.0755,0.091165,0
ring,0.038778,0.26045,0.034111
primer,0.068667,0.098,0
petit,0.016417,0.089,0.06125
monkey,0.0125,0.26801,0.052822
missin,0.037583,0.25383,0.041917
minute,0,0.30158,0.03175
middle,0.019333,0.29396,0.02
mga,0,0.24475,0.088583
memory,0.054333,0.20517,0.073835
low,0.029167,0.29939,0.0047778
lights,0,0.2135,0.11983
level,0.046166,0.23356,0.053611
knowing,0.012334,0.27808,0.042917
kita,0,0,0
joke,0,0.083665,0.083
jesus,0.060666,0.24367,0.029
hug,0.057305,0.18236,0.093748
holding,0.028433,0.116,0.0222
hasta,0,0.16667,0
grown,0.033167,0.30017,0
gran,0,0,0
father,0.0070835,0.14125,0.018333
falling,0.036278,0.22634,0.070722
extra\u00f1o,0,0,0
essa,0.021333,0.14533,0
deal,0,0.26666,0.066667
chris,0.0043333,0.14992,0.012458
buena,0.0085833,0.14567,0.012417
breaking,0.012833,0.1411,0.012767
bestie,0,0.19308,0.14025
b-day,0,0.12416,0.0425
apple,0.032,0.25492,0.046417
amigo,0,0.22259,0.11075
along,0,0,0
agree,0.017334,0.2465,0.069666
adventure,0,0.13017,0.0365
\u0e17,0.023167,0.31017,0
\u043a\u0430\u043a,0,0.16667,0
>.<,0.042,0.29133,0
#NAME?,0,0,1
3rd,0.00725,0.24592,0.080165
. .,0,0,0
#zoo,0,0,1
#welcome,0,0,1
#verano,0,0,0
#two,1,0,0
#treat,0,0,1
#traveling,0,0,1
#text,0,0,1
#teamfollowback,0,0,1
#taptap,0,0,1
#strawberry,0,0,1
#snapchat,0,0,1
#small,0,0,1
#shop,0,0.16667,0
#really,0,0,1
#power,0,0,1
#poorly,1,0,0
#plane,0,0,1
#photos,0,0,1
#pharrell,0,0,0
#past,1,0,0
#partiu,1,0,0
#nothappy,0,0,1
#nose,0,0,1
#nailart,1,0,0
#mybirthday,0,0,1
#milk,1,0,0
#messy,1,0,0
#march,0,0,1
#mall,1,0,0
#lyrics,0,0,1
#losangeles,1,0,0
#lanadelrey,0,0,0
#jewelry,0,0,1
#ireland,1,0,0
#iphone4,0,0,1
#instasad,1,0,0
#instachile,0,0,0
#instababy,1,0,0
#ins,0,0,1
#hour,0,0,1
#horrible,1,0,0
#hollywood,1,0,0
#happytime,0,0,1
#greece,0,0,1
#graffiti,0,0,1
#goodafternoon,0,0.16667,0
#glitter,0,0,1
#forest,0,0,1
#fangirl,0,0.16667,0
#eu,0,0,1
#emotion,0,0,1
#directioner,0,0,1
#dayoff,0,0,0
#cuddles,0,0.16667,0
#converse,0,0,1
#cinema,0,0.33333,0
#candles,0,0,1
#camp,0,0,1
#cafe,0,0,1
#braces,0,0,1
#babe,0,0,1
#artwork,0,0.16667,0
#alive,0,0.16667,0
},0.058,0.25783,0.0175
xoxo,0.025666,0.10784,0.033167
united,0,0.13767,0.029
truck,0,0.29333,0.04
test,0.016209,0.25258,0.064542
study,0.064167,0.25767,0.0115
starts,0,0.31908,0.01425
stage,0.04175,0.20604,0.085542
sou,0.083333,0.083333,0
serious,0.10125,0.20856,0.023445
saya,0,0.1485,0.018166
quero,0,0,0
quality,0.011834,0.12555,0.029278
pumpkin,0.0062083,0.27108,0.05604
playa,0,0.2355,0.097833
paradise,0,0.25283,0.0805
painting,0.013333,0.14008,0.01325
opening,0,0.27393,0.0594
op,0.011667,0.080167,0.074833
niggas,0.055165,0.099335,0.012167
natural,0.0069444,0.13539,0.191
movies,0,0.33333,0
mesmo,0,0.2695,0.063833
lie,0.02675,0.27471,0.031875
legs,0.065667,0.26766,0
joe,0.0405,0.20258,0.09025
jealous,0.045416,0.10784,0.013416
itu,0,0.33333,0
http://instagr.am,0.014974,0.12781,0.023886
highlight,0,0.2877,0.045639
heard,0.027945,0.24178,0.063611
hat,0.060945,0.20483,0.067556
gifts,0,0.245,0.088335
gay,0.008625,0.28619,0.038542
furious,0,0,0
funeral,0.018666,0.127,0.021
freedom,0,0.24333,0.09
flying,0.040861,0.24619,0.046278
flight,0.0038334,0.31833,0.011222
flat,0,0.1285,0.038166
finale,0.028611,0.28545,0.019278
feet,0.060833,0.2725,0
exam,0,0.21855,0.11478
disappointed,0.044416,0.23725,0.051667
din,0.027917,0.12442,0.014333
deep,0.045333,0.24417,0.043833
dancing,0.0084445,0.26322,0.061667
currently,0.0078335,0.3255,0
chillin,0,0.15909,0.0075835
california,0.017917,0.26095,0.0545
buying,0.013889,0.21922,0.10017
blues,0,0,0
awkward,0.10025,0.23308,0
avec,0,0.10566,0.061
asleep,0.014334,0.23588,0.083125
ano,0.00975,0.27908,0.0445
animal,0.0625,0.10416,0
\u0e22,0.021167,0.28025,0.031917
\u044d\u0442\u043e,0.018417,0.31492,0
\u043c\u0435\u043d\u044f,0,0.11617,0.0505
@10millionmiler,0,0,0
-.-,0.027667,0.28116,0.0245
#worry,0,0,1
#woo,0,0,1
#three,0,0,1
#that,0,0,1
#takemeback,0,0,1
#sugar,0,0,1
#staystrong,0,0,0
#statigram,1,0,0
#sonrisa,0,0,1
#society,0,0,0
#sleeping,0,0,1
#skate,0,0,1
#shorthair,0,0,1
#shoping,0,0,0
#senioryear,0,0,1
#selfportrait,0,0,1
#santaswishlist,0,0,0
#sandiego,0,0,1
#retro,0,0,1
#results,0,0,1
#qotd,0,0,0
#photographer,0,0,1
#parents,0,0,1
#nightlife,0,0,1
#mountains,0,0,1
#missingyou,1,0,0
#missed,0,0,1
#milan,0,0,1
#ksa,0,0,1
#kpop,0,0.16667,0
#korean,0,0,1
#israel,0,0,1
#instavideo,0,0,0
#instanight,0,0,0
#instafashion,0,0,1
#hugs,0,0,1
#homesweethome,1,0,0
#homeless,0,0,1
#hey,0,0,1
#heels,0,0,1
#goodmood,0,0,1
#goodlife,1,0,0
#goals,0,0,1
#games,0,0,1
#energy,0,0,1
#eating,1,0,0
#downtown,0,0,1
#diva,1,0,0
#darkness,1,0,0
#creative,0,0,1
#crash,1,0,0
#corymonteith,1,0,0
#come,0,0.33333,0
#can,0,0,1
#business,0,0,1
#box,0,0.16667,0
#boom,0,0,1
#blogger,0,0,1
#baseball,0,0,1
#awkward,0,0,1
#august,0,0.16667,0
#april,0,0,0
within,0,0.26067,0.072667
wild,0.036083,0.25958,0.037667
war,0,0,0
voor,0.0055417,0.27949,0.048306
tumblr,0.050833,0.232,0.050583
trees,0.054333,0.279,0
ticket,0.03625,0.274,0.023083
supposed,0.065916,0.26742,0
somewhere,0.012958,0.22646,0.093917
society,0.039833,0.24311,0.050389
sm,0.039778,0.25106,0.0425
site,0,0,0
showing,0.04175,0.2015,0.089917
shake,0.014278,0.10589,0.046555
selfies,0,0.16667,0
seaside,0,0,0
s\u00e3o,0,0,0
rio,0.010445,0.28156,0.041334
random,0.015333,0.24058,0.077417
prom,0.01625,0.259,0.058083
pie,0.011,0.22545,0.096889
pharrell,0,0,0
pay,0.036083,0.10691,0.023667
pan,0.081335,0.22046,0.031542
pair,0,0.31433,0.019
pag,0,0.16667,0
p\u00e5,0.018653,0.21533,0.099403
ny,0,0.24716,0.086167
north,0.035666,0.2226,0.075067
niece,0,0.19233,0.141
mornings,0.025833,0.14083,0
mijn,0.00425,0.24292,0.086167
market,0,0.26533,0.068
mami,0.088833,0.16783,0.076665
luv,0,0.24272,0.090611
losing,0.045722,0.16211,0.1255
letter,0,0.23428,0.099056
laying,0.031667,0.30167,0
jus,0.033334,0.21117,0.088833
imagine,0.0090833,0.27947,0.044778
homework,0,0.27716,0.056167
hole,0.041055,0.21038,0.081903
grey,0.0115,0.10371,0.0515
freaking,0.027542,0.22618,0.079696
florida,0.041139,0.2464,0.045792
fix,0.018083,0.29933,0.015834
