0,neg,neu,pos
#positivity,0,0.14933,0.184
#photoshoot,0.028889,0.21589,0.088444
#passion,0.019,0.20633,0.10833
#girly,0,0.052333,0.281
#ginger,0,0,0
#clothes,0,0.27633,0.057
#alcohol,0.028333,0.24978,0.055222
tudo,0,0,0
tengo,0,0.30467,0.028667
sunset,0.020083,0.19092,0.12242
sol,0,0.28175,0.051583
plus,0,0.174,0.15933
pics,0.034722,0.23433,0.064278
muy,0,0,0
kakak,0,0,0
july,0.040083,0.25421,0.039042
hand,0.03,0.21167,0.091667
fall,0.045556,0.26911,0.018667
est,0.01525,0.31808,0
america,0.037722,0.23589,0.059611
\uff0c,0.028167,0.22567,0.0795
4th,0.032278,0.24772,0.053333
#vacations,0,0.21033,0.123
#uk,0,0.292,0.041333
#tokyo,0,0.28075,0.052583
#smoke,0,0,0
#shirt,0,0.19517,0.13817
#redhair,0,0.26256,0.070778
#playing,0.028,0.1795,0.12583
#playa,0,0,0
#ny,0.0090833,0.25008,0.074167
#meow,0.0155,0.25708,0.06075
#instapict,0,0,0
#instaframe,0,0.25117,0.082167
#horse,0.026167,0.25661,0.050556
#havingfun,0,0,0
#gold,0,0.28,0.053333
#dancing,0,0.2365,0.096833
#curly,0,0.2354,0.097933
#cartoon,0,0.247,0.086333
#bath,0.10322,0.17467,0.055444
#actor,0,0.16483,0.1685
understand,0.086222,0.22889,0.018222
uma,0,0.29867,0.034667
tv,0.014667,0.26533,0.053333
tuesday,0,0.33333,0
ta,0.017,0.23556,0.080778
sur,0.025111,0.25044,0.057889
self,0.0335,0.27461,0.025222
probably,0.0068667,0.26,0.066467
past,0.033407,0.23893,0.061
needs,0.0174,0.30833,0.0076
move,0.0272,0.2648,0.041333
luck,0,0.19992,0.13342
lots,0.032333,0.19656,0.10444
hahahaha,0.047778,0.25111,0.034444
felt,0.02,0.29867,0.014667
cup,0.013208,0.27175,0.048417
collection,0.0165,0.20817,0.10867
boo,0.024333,0.23533,0.073667
babe,0.0045333,0.23593,0.092867
aqui,0,0.317,0.016333
\ud83d\ude18,0,0,0
\u0e23,0,0.33333,0
21,0,0.26833,0.065
18,0.012917,0.30492,0.0155
#what,0.025,0.19711,0.11122
#weird,0.05425,0.24258,0.036583
#teacher,0.034833,0.2285,0.07
#sushi,0.014952,0.26152,0.056857
#sotrue,0,0.33333,0
#pencil,0,0.18767,0.14567
#missher,0.053111,0.23256,0.047667
#men,0,0.23017,0.10317
#fish,0,0.26617,0.067167
#familytime,0,0.16533,0.168
#familia,0,0,0
#damn,0.112,0.16956,0.051889
#boston,0.10667,0.22667,0
#bike,0,0.27033,0.063
#badday,0,0,0
#amor,0,0,0
#2015,0,0,0
xmas,0,0.21633,0.117
wednesday,0.0675,0.16517,0.10067
wat,0,0.3035,0.029833
stupid,0.14724,0.15767,0.028429
simple,0,0.25422,0.079111
seems,0.023,0.24333,0.067333
santa,0.038333,0.2645,0.0305
non,0,0.33333,0
meal,0.030667,0.26733,0.035333
mad,0.078542,0.22171,0.033083
kiss,0,0.23067,0.10267
jagalah,0,0,0
future,0.019267,0.26713,0.046933
forgot,0.042833,0.26958,0.021
eh,0.019889,0.23178,0.081667
bus,0.060056,0.27328,0
bright,0,0.13967,0.19367
bestfriend,0.044917,0.28842,0
beat,0.017556,0.27978,0.036
air,0,0.25567,0.077667
\u00bf,0.062667,0.27067,0
<,0.059333,0.198,0.076
0,0,0.266,0.067333
/8,0.016,0.23617,0.081167
#vegas,0,0.21183,0.1215
#truelove,0.014083,0.23908,0.080167
#toy,0.028,0.23883,0.0665
#tagsforlike,0,0,0
#student,0,0.33333,0
#singer,0,0.22233,0.111
#santa,0,0.243,0.090333
#running,0,0.27267,0.060667
#pets,0.0195,0.26071,0.053125
#make,0,0.33333,0
#justinbieber,0.098167,0.23517,0
#istanbul,0,0,0
#imissyou,0.021417,0.25275,0.059167
#highschool,0.032417,0.241,0.06
#guitar,0.016333,0.2205,0.0965
#french,0.072,0.17967,0.081667
#followers,0,0.29667,0.036667
#die,0.15617,0.14933,0.027833
#collage,0,0.21967,0.11367
#club,0,0.22411,0.10922
#bride,0,0.15917,0.17417
#body,0,0.281,0.052333
#boanoite,0,0,0
#bikini,0.0081111,0.25572,0.0695
woman,0.057583,0.249,0.026667
wee,0.027667,0.2484,0.057267
visit,0,0.26167,0.071667
tidur,0,0,0
telling,0.019,0.2875,0.026833
spend,0,0.27511,0.058222
seorang,0,0,0
retweet,0.0095,0.25042,0.073417
pool,0,0.28611,0.047222
moments,0.0194,0.25507,0.058867
memeluk,0,0,0
listening,0.024417,0.24167,0.06725
less,0.038533,0.27647,0.018333
lady,0.029,0.18433,0.12
ig,0,0.15317,0.18017
glasses,0.071667,0.24556,0.016
followers,0.027733,0.27807,0.0276
fact,0,0.33333,0
een,0,0.33333,0
dias,0,0.20517,0.12817
des,0,0.32056,0.012778
bem,0,0,0
band,0.0073333,0.25689,0.069111
awww,0.0425,0.24483,0.046
amigos,0.019333,0.1825,0.1315
adiknya,0,0,0
accident,0.18667,0.14667,0
#venezuela,0,0,0
#vain,0.063533,0.1932,0.076667
#tragedy,0.14756,0.18578,0
#tear,0.050222,0.25344,0.029556
#stress,0.0565,0.17333,0.10367
#star,0,0.33333,0
#misshim,0.017417,0.28875,0.027167
#lifestyle,0,0.26367,0.069667
#instahub,0.022556,0.25739,0.053389
#hotel,0,0.2252,0.10813
#father,0.023833,0.23667,0.072833
#fake,0.045667,0.25067,0.037
worth,0.019111,0.26689,0.047333
wonder,0.035733,0.27107,0.026533
vs,0.13789,0.17378,0.021667
voc\u00ea,0,0.33333,0
treat,0,0.21758,0.11575
thats,0.031619,0.291,0.010762
talking,0.012952,0.25281,0.067571
spending,0.0098333,0.26267,0.060833
share,0.017167,0.17433,0.14183
sexy,0,0.24817,0.085167
screen,0.028375,0.28308,0.021958
save,0,0.28533,0.048
qui,0,0.283,0.0505
quem,0,0.28833,0.045
posted,0,0.29411,0.039222
moving,0,0.31422,0.019111
melhor,0,0.33333,0
lucky,0.017111,0.17094,0.14533
looked,0.043067,0.26767,0.0226
listen,0,0.27883,0.0545
jajaja,0.016417,0.227,0.089917
hospital,0,0.27456,0.058778
fell,0.031583,0.24267,0.059083
fat,0.0675,0.26583,0
familia,0,0.33333,0
cover,0.024222,0.25633,0.052778
chicken,0,0.283,0.050333
[,0.026111,0.30722,0
#yes,0.017444,0.17,0.146
#window,0.10792,0.20608,0.01925
#uae,0.047111,0.28622,0
#sweden,0.0247,0.27487,0.0338
#rt,0,0.276,0.057333
#piercing,0,0,0
#missit,0,0.33333,0
#loves,0.019,0.14467,0.16956
#ice,0,0.33333,0
#film,0.11367,0.21967,0
#felicidad,0,0.26556,0.067778
#canon,0,0.33333,0
#blond,0,0.20311,0.13022
#birthdaygirl,0,0.15683,0.1765
#bag,0,0.22756,0.10578
#babies,0.052267,0.2012,0.079867
woke,0.019533,0.30307,0.010733
wishes,0,0,0
upset,0.10067,0.23267,0
university,0,0.273,0.060333
uni,0.012333,0.30167,0.019333
truly,0.039167,0.153,0.14117
text,0.021556,0.28833,0.023444
sucks,0.099533,0.19607,0.037733
spring,0,0.33333,0
sin,0.096333,0.237,0
realize,0.021292,0.28092,0.031125
muito,0.055,0.27833,0
mt,0,0.33333,0
lindo,0.0275,0.23533,0.0705
knew,0.12267,0.139,0.071667
k,0.056222,0.27711,0
international,0.017167,0.294,0.022167
gente,0,0.27822,0.055111
games,0.018905,0.25819,0.056286
football,0,0.33333,0
eve,0,0,0
est\u00e1,0,0,0
dreams,0,0.181,0.15233
cried,0.073667,0.19417,0.0655
couple,0.010417,0.28625,0.036667
card,0.0085833,0.28083,0.043917
cafe,0.042333,0.291,0
bitches,0.13367,0.15856,0.041056
become,0.046444,0.28689,0
au,0,0.33333,0
able,0.024222,0.27144,0.037667
\u2615,0,0.22267,0.11067
\u0e14,0,0.33333,0
:-D,0.026167,0.114,0.19317
(8,0,0,0
#video,0,0,0
#sandy,0,0,0
#prom,0.041333,0.14944,0.14256
#philippines,0,0.24225,0.091083
#need,0.061,0.19283,0.0795
#ipad,0,0.28,0.053333
#hand,0.022778,0.20311,0.10744
#fotorus,0,0,0
#exam,0.048667,0.20578,0.078889
#driving,0.035917,0.29742,0
#drama,0,0.33333,0
#curlyhair,0.013889,0.16867,0.15078
#clown,0.020667,0.19767,0.115
#celebrate,0,0.25467,0.078667
#canada,0.066667,0.26667,0
#camera,0,0.31056,0.022778
#bird,0.0568,0.26067,0.0158
#barcelona,0,0.33333,0
#bali,0,0.24353,0.0898
#babyboy,0.020556,0.251,0.061889
yummy,0,0.15817,0.17517
worry,0.106,0.2015,0.025833
word,0.042667,0.27008,0.020583
warm,0,0.2385,0.094833
ugly,0.115,0.20011,0.018222
turned,0,0.25633,0.077
train,0.083667,0.24967,0
town,0.0274,0.2942,0.011733
ti,0,0.33333,0
studio,0,0.21333,0.12
sooo,0.018556,0.27744,0.037333
sis,0,0.25117,0.082167
paris,0,0.262,0.071333
min,0.017852,0.30174,0.013741
longer,0,0.33333,0
later,0.0097,0.28767,0.035967
i'd,0,0.33333,0
hurts,0.087167,0.17406,0.072111
ho,0.054,0.27933,0
het,0,0.289,0.044333
hear,0.025733,0.2656,0.042
harry,0.025,0.30833,0
farewell,0.0085833,0.29042,0.034333
estoy,0.0295,0.24833,0.0555
driving,0.044111,0.2495,0.039667
dress,0.032933,0.23607,0.064267
dios,0,0,0
dark,0.031111,0.25156,0.050667
cross,0,0.23567,0.097667
color,0.016,0.31733,0
cheer,0.049667,0.23267,0.051
cannot,0,0.31111,0.022222
brought,0.013389,0.26756,0.052389
bien,0,0.27117,0.062333
bff,0,0.12533,0.208
ball,0.0255,0.30783,0
ate,0,0.27189,0.061444
\u2639,0.0225,0.31083,0
\u2614,0.042833,0.263,0.027583
355,0,0.3005,0.032833
#words,0,0.28556,0.047778
#weed,0.097333,0.15378,0.082222
#ugh,0.079222,0.21533,0.038556
#toronto,0,0.33333,0
#strength,0.074333,0.16367,0.095333
#sport,0,0,0
#soccer,0,0.31611,0.017222
#sigh,0.049333,0.25967,0.024333
#scarf,0.020833,0.156,0.1565
#roses,0,0.33333,0
#raining,0.018889,0.23922,0.075222
#prayers,0.089167,0.21783,0.0265
#paint,0,0.24383,0.0895
#late,0.032333,0.22356,0.077556
#lady,0.019,0.195,0.11917
#instame,0,0,0
#india,0,0.19733,0.136
#heartbreak,0.12344,0.16644,0.043556
#glass,0.045667,0.27617,0.011667
#doodle,0,0.29967,0.033667
#dont,0,0.18433,0.149
#diet,0.10967,0.18267,0.041
#colours,0.010467,0.2588,0.064067
#christmastree,0,0.33333,0
#bitch,0.15517,0.12317,0.055167
#18,0,0.181,0.15233
yung,0,0.33333,0
ve,0.026111,0.25356,0.053667
turn,0,0,0
stone,0,0.33333,0
station,0.0124,0.27787,0.043067
square,0.034667,0.29867,0
soul,0,0.22667,0.10667
rock,0,0.22933,0.104
quote,0,0.33333,0
quien,0.0234,0.26507,0.044867
piece,0.065167,0.23667,0.0315
photos,0.085556,0.22956,0.018333
order,0.021222,0.26661,0.045444
line,0.025,0.23633,0.072
jaja,0.0315,0.30183,0
idea,0.035333,0.22642,0.0715
goodnight,0.043333,0.19617,0.093833
earlier,0.022933,0.23353,0.076867
double,0,0.29767,0.035667
buen,0.0165,0.31683,0
bc,0.022,0.29389,0.017444
ask,0.031,0.23617,0.066167
asi,0.0165,0.29183,0.025
aren't,0,0.26267,0.070667
angels,0,0.33333,0
\u00a3,0,0.28556,0.047778
@harry_styles,0,0,0
50,0.0076667,0.30333,0.022444
#wonderful,0,0.052333,0.281
#thewalkingdead,0.060333,0.18233,0.090667
#singing,0,0.23411,0.099222
#seniors,0,0.33333,0
#ripcorymonteith,0,0,0
#respect,0.019111,0.13178,0.18244
#player,0,0.259,0.074333
#mum,0,0,0
#mountain,0,0.226,0.10733
#memory,0,0,0
#loveu,0,0.14633,0.187
#lipstick,0.0155,0.25025,0.067583
#legs,0.0076667,0.25227,0.073333
#lebanon,0,0.33333,0
#laughter,0.0053333,0.16976,0.15824
#laughing,0,0.19178,0.14156
#kitten,0.071533,0.20347,0.058467
#ink,0,0.3025,0.030833
#gifts,0,0,0
#full,0.053667,0.27967,0
#followforfollow,0,0.138,0.19533
#farewell,0,0.25067,0.082667
#emotions,0.11317,0.20467,0.0155
#doubletap,0,0.23856,0.094778
#deep,0,0,0
#cumplea\u00f1os,0,0.28217,0.051167
#comeback,0,0.33333,0
#chilling,0.0705,0.23858,0.02425
#chicken,0,0.26133,0.072
#catsofinstagram,0.158,0.17533,0
#brokenheart,0,0.33333,0
#belieber,0,0.16167,0.17167
#band,0,0.31853,0.0148
#again,0,0,0
#after,0.032,0.25983,0.0415
til,0.0374,0.2536,0.042333
threw,0,0.33333,0
thankful,0.055667,0.156,0.12167
star,0.019111,0.28689,0.027333
soy,0,0.232,0.10133
sold,0.034583,0.262,0.03675
sempre,0,0.31083,0.0225
restaurant,0.030833,0.19217,0.1105
pray,0.061,0.22867,0.043667
positive,0,0.17011,0.16322
normal,0.014111,0.27744,0.041778
milk,0.029857,0.30348,0
makeup,0.013111,0.285,0.035222
lives,0.0155,0.28258,0.03525
ka,0,0.24583,0.0875
j,0.0089444,0.29428,0.030111
eye,0,0.27933,0.054
emotional,0,0.26144,0.071889
dude,0.016583,0.28125,0.0355
drinking,0.028067,0.2266,0.078667
cuando,0,0.33333,0
ce,0.018833,0.28733,0.027167
bike,0,0.28567,0.047667
ben,0,0.30278,0.030556
apparently,0.0208,0.30653,0.006
\u0e2a,0.013333,0.294,0.025833
@pharrell,0,0,0
-_-,0.03425,0.23333,0.06575
#workflow,0,0.27144,0.061889
#valentinesday,0,0.237,0.096333
#sp,0,0.27078,0.062556
#relationship,0.042444,0.26356,0.027333
#redhead,0,0.256,0.077333
#pissed,0.1235,0.15883,0.051
#pinquotes,0,0,0
#phone,0.03,0.23483,0.0685
#meme,0,0,0
#malaysia,0,0.29456,0.038778
#lovinglife,0.039667,0.11,0.18367
#lifeisgood,0.0090667,0.2296,0.094667
#jesus,0,0.20433,0.129
#jeans,0,0,0
#instagramhub,0.035933,0.22607,0.071267
#inspired,0,0.18293,0.1504
#igaddict,0,0.28908,0.04425
#hug,0,0.20933,0.124
#ff,0.029533,0.2162,0.087533
#faith,0,0.10533,0.228
#egypt,0,0.292,0.041333
#date,0,0.169,0.16433
#cupcake,0,0.20389,0.12944
#china,0,0.31408,0.01925
#champagne,0,0,0
#bunny,0.021417,0.31192,0
#bittersweet,0.058889,0.25722,0.017222
women,0,0,0
wife,0,0.27567,0.057667
uncle,0.020667,0.29044,0.022222
tried,0.094667,0.21467,0.024
tickets,0.027333,0.28433,0.021667
support,0.0083333,0.24167,0.083333
sonrisa,0,0,0
small,0,0.33333,0
sat,0.026,0.28067,0.026667
reunited,0.013889,0.21433,0.10511
resort,0,0.25606,0.077278
pas,0,0.33333,0
papa,0.065667,0.22433,0.043333
page,0.023889,0.30944,0
packing,0.0165,0.28392,0.032917
nd,0.01725,0.25667,0.059417
momentos,0,0,0
momento,0,0,0
lose,0,0,0
likes,0,0.2084,0.12493
important,0,0.30133,0.032
hora,0,0,0
hari,0,0,0
fresh,0.033556,0.19567,0.10411
felicidade,0,0,0
drunk,0.11556,0.19956,0.018333
dis,0.034167,0.29917,0
daughter,0.0486,0.25487,0.029933
cookies,0,0.33333,0
childhood,0.048333,0.26656,0.018556
center,0.019571,0.28076,0.033
bag,0.072333,0.25133,0.0096667
aqu\u00ed,0,0.33333,0
\ud83d\ude01,0.046333,0.18883,0.098167
\u0e32,0,0.31167,0.021667
\u0e07,0,0.33333,0
\u00e7a,0.0105,0.28617,0.0365
#vida,0,0.20433,0.129
#tour,0.052,0.28133,0
#teeth,0.040833,0.17883,0.11367
#swim,0.0375,0.285,0.010833
#studio,0.012667,0.22622,0.094333
#restinpeace,0,0,0
#rainyday,0,0.33333,0
#pig,0.030333,0.23567,0.067333
#off,0,0.303,0.030333
#mourning,0,0,0
#mothers,0.0084167,0.26783,0.057
#korea,0,0.20292,0.13042
#funtimes,0,0.145,0.18833
#foto,0.028833,0.27083,0.033667
#facebook,0.034333,0.242,0.057
#epic,0.051556,0.17544,0.10633
#eid,0,0.28208,0.05125
#domingo,0,0.33333,0
#do,0,0,0
#country,0,0.22133,0.112
#chinese,0.065667,0.23622,0.031444
#chillin,0,0.209,0.12433
#chihuahua,0,0.28828,0.045056
#bear,0,0,0
you've,0.018,0.24011,0.075222
write,0,0.18983,0.1435
viernes,0,0,0
vacation,0.037,0.25244,0.043889
une,0,0.33333,0
tem,0.018,0.29122,0.024111
somebody,0.017933,0.28133,0.034133
shooting,0,0.29533,0.038
reality,0,0,0
rainy,0.049833,0.20133,0.082222
prayers,0,0.33333,0
per,0.0168,0.30273,0.0138
mother's,0.038333,0.295,0
momma,0.02319,0.25567,0.054476
island,0.0205,0.27656,0.036278
idk,0.046,0.28733,0
horrible,0.204,0.068,0.061333
hanging,0,0,0
hall,0,0.30633,0.027
hace,0,0,0
grandma,0.016,0.24747,0.069867
ending,0.037917,0.22067,0.07475
easy,0,0.21633,0.117
dropped,0.068267,0.26507,0
disney,0.016167,0.24158,0.075667
complete,0,0,0
clothes,0.028556,0.22656,0.078222
bonding,0,0.28992,0.043417
bird,0.042778,0.29056,0
anniversary,0.020417,0.281,0.031917
\u0e2d,0,0,0
\u02d8,0,0,0
Err:511,0.019267,0.30553,0.0085333
2015,0,0,0
14,0,0.30889,0.024444
#wisdom,0.054444,0.17111,0.108
#sweets,0,0.22383,0.1095
#storm,0,0.29483,0.0385
#she,0,0.33333,0
#shame,0.093667,0.23967,0
#reading,0,0.25617,0.077167
#ohwell,0.033778,0.24167,0.058
#oh,0.109,0.089667,0.13467
#nye,0,0,0
#november,0,0,0
#newyears,0,0,0
#mothersday,0,0.23422,0.099111
#magic,0.0036,0.2606,0.069067
#loner,0.080667,0.14233,0.11033
#japanese,0,0.28667,0.046667
#january,0,0,0
#ibiza,0.034556,0.27889,0.019889
#homework,0.081333,0.252,0
#have,0.022667,0.2265,0.084167
#guys,0.097556,0.19156,0.044333
#funeral,0.0615,0.20383,0.068
#foodie,0,0.27378,0.059556
#final,0,0,0
#fiesta,0,0.14458,0.18875
#fan,0.023111,0.17033,0.13989
#doggy,0,0.28578,0.047556
#costume,0,0.24167,0.091667
#cookies,0,0.307,0.026333
#coke,0,0.33333,0
#chicago,0,0.25417,0.079167
#bw,0,0.33333,0
#aww,0.089167,0.1475,0.096667
#australia,0,0,0
#adventure,0,0.25311,0.080222
#21,0,0.33333,0
#1d,0.048333,0.17133,0.11383
{,0.0093333,0.289,0.035
yep,0,0.268,0.065333
walking,0.010056,0.30817,0.015111
takes,0.027667,0.2545,0.051167
style,0.021,0.31233,0
student,0.083,0.23433,0.016
senior,0,0.24483,0.0885
regalo,0.0225,0.2845,0.026333
packed,0,0.29017,0.043167
nephew,0,0.27333,0.06
ir,0,0,0
four,0.034067,0.24987,0.0494
followed,0.0099167,0.23933,0.084083
fish,0.078111,0.20189,0.053222
fail,0.069583,0.20158,0.062167
era,0.054333,0.279,0
episode,0,0,0
earth,0,0.33333,0
didnt,0.054167,0.23833,0.040833
december,0,0,0
closed,0.0084167,0.31008,0.014833
cheese,0,0.26233,0.071
candy,0.047722,0.24244,0.043167
camp,0.017778,0.24444,0.071111
body,0.055,0.231,0.047333
between,0.10317,0.206,0.024
asked,0.015417,0.24633,0.071583
alot,0.018,0.27958,0.03575
alive,0,0.23167,0.10167
ahora,0,0.29011,0.043222
\u00b0,0,0,0
#yoga,0,0.24467,0.088667
#xoxo,0,0,0
#whatever,0.019167,0.27383,0.040167
#war,0.12527,0.192,0.016067
#walking,0,0.2,0.13333
#vodka,0.069833,0.2145,0.049
#vegan,0,0.33333,0
#ukraine,0,0.33333,0
#tattoos,0.077333,0.256,0
#sunrise,0,0.25108,0.08225
#realtalk,0.0085556,0.30578,0.019
#panda,0.16667,0.125,0.041667
#never,0.051,0.28233,0
#necklace,0.057333,0.276,0
#mac,0,0.33333,0
#instapicture,0,0.169,0.16433
#inst,0.0091667,0.22089,0.10328
#inspire,0,0,0
#handmade,0,0,0
#exercise,0,0,0
#everyday,0,0.091667,0.24167
#english,0,0,0
#de,0,0.33333,0
#brasil,0,0.215,0.11833
#bless,0,0.206,0.12733
xxx,0,0.33333,0
weird,0.088667,0.24467,0
stuck,0.036,0.26667,0.030667
sisters,0.045778,0.25333,0.034222
shows,0.085167,0.17367,0.0745
sent,0.020889,0.25733,0.055111
sem,0,0,0
sale,0,0.29067,0.042667
ruined,0.10308,0.19225,0.038
ruin,0.12167,0.157,0.055
rather,0.035556,0.26156,0.036222
quite,0,0.13667,0.19667
po,0.059333,0.198,0.076
personas,0.0295,0.2825,0.021333
note,0.024333,0.27167,0.037167
lagi,0,0.33333,0
instead,0.014778,0.28089,0.037667
haircut,0,0,0
gunna,0.0325,0.30083,0
forward,0.0295,0.2595,0.044333
fave,0,0.17707,0.15627
called,0.015444,0.28067,0.037222
c'est,0,0.33333,0
bout,0.069556,0.20633,0.057444
boots,0,0.251,0.082333
angel,0,0.23467,0.098667
ah,0.023833,0.24408,0.065417
\ud83d\ude14,0.027333,0.306,0
\ud83d\ude02,0.092667,0.091333,0.14933
\u0432\u0441\u0435,0,0.33333,0
\u00faltimo,0,0.33333,0
\u00b4,0,0.33333,0
@dealer_seo,0,0,0
9/11,0,0,0
.......,0,0.28967,0.043667
#winner,0,0.17683,0.1565
#webcamtoy,0,0.33333,0
#town,0,0.27767,0.055667
#tanning,0.0063889,0.23772,0.089167
#stay,0,0,0
#squaready,0,0.33333,0
#sosad,0.019333,0.28133,0.032667
#socute,0,0,0
#season,0.048667,0.28467,0
#roadtrip,0.0081905,0.23762,0.087524
#reunion,0,0,0
#rest,0.036222,0.25022,0.046889
#outside,0,0.31478,0.018556
#orlando,0.049833,0.2835,0
#nutella,0.068,0.26533,0
#nigth,0,0.088,0.24533
#nerd,0.059667,0.21773,0.055933
#natal,0,0,0
#legend,0.077,0.25633,0
#leave,0.043333,0.29,0
#justin,0.031222,0.20244,0.099667
#island,0,0.26667,0.066667
#humor,0,0.16,0.17333
#gratitude,0.022667,0.17533,0.13533
#goodluck,0,0.24667,0.086667
#germany,0,0,0
#frozen,0,0,0
#fly,0,0,0
#feet,0,0.28053,0.0528
#early,0,0.33333,0
#dogsofinstagram,0,0.33333,0
#customer,0,0,0
#colour,0.0063333,0.25589,0.071222
#cant,0,0.22967,0.10367
#boatarde,0,0,0
#ball,0,0.27467,0.058667
voy,0,0.271,0.062333
toy,0,0,0
totally,0.021167,0.31217,0
swim,0.019167,0.31417,0
sit,0.031833,0.25742,0.044083
shame,0.098667,0.23467,0
service,0,0.23775,0.095583
rose,0,0.33333,0
power,0,0.33333,0
poco,0.062667,0.27067,0
mummy,0,0.29483,0.0385
meeting,0.021333,0.22117,0.090833
media,0,0.31489,0.018444
match,0.032333,0.24383,0.057167
main,0,0.273,0.060333
lmfao,0,0,0
leaves,0,0,0
learn,0,0.33333,0
ke,0,0.26433,0.069
jack,0.050444,0.25256,0.030333
heaven,0.0265,0.15667,0.15017
healthy,0.068,0.16633,0.099
hands,0.042333,0.291,0
grand,0,0,0
graduation,0,0.33333,0
gettin,0.022333,0.28367,0.027333
ga,0.028,0.26789,0.037444
following,0.026556,0.27644,0.030333
fly,0.088833,0.2445,0
fb,0.0585,0.25183,0.023
estar,0,0,0
deus,0,0,0
despu\u00e9s,0,0.28067,0.052667
congrats,0,0.23983,0.0935
church,0,0.24417,0.089167
camera,0,0.17467,0.15867
brings,0.0445,0.21883,0.07
breaks,0.071833,0.24467,0.017
bir,0,0,0
apart,0.018833,0.3025,0.012
algo,0,0,0
\u0e1b,0,0,0
\u0447\u0442\u043e,0,0,0
@niallofficial,0.042944,0.20844,0.081944
@enrique305,0,0,0
11,0.0365,0.26661,0.030222
(,0.015238,0.19905,0.119
#win,0.015333,0.19783,0.12017
#tongue,0.062333,0.22273,0.048267
#textgram,0.077905,0.18995,0.065476
#sogood,0,0.26367,0.069667
#singapore,0.014889,0.25356,0.064889
#shooting,0.04281,0.26052,0.03
#shine,0,0,0
#september,0,0.256,0.077333
#road,0,0,0
#river,0.038222,0.23322,0.061889
#ride,0.017722,0.21856,0.097056
#pumpkin,0.0165,0.28342,0.033417
#pale,0.17767,0.15567,0
#nail,0,0.20083,0.1325
#moody,0.197,0.119,0.017333
#mcdonalds,0,0.33333,0
#living,0,0.187,0.14633
#lamborghini,0,0.33333,0
#jump,0,0.33333,0
#islam,0,0,0
#instalife,0,0.23683,0.0965
#ilove,0,0.22867,0.10467
#hurts,0.045333,0.24867,0.039333
#hilarious,0,0.17333,0.16
#hijab,0,0,0
#galau,0.074,0.25933,0
#ending,0,0.21467,0.11867
#drinking,0.0426,0.1734,0.11727
#cupcakes,0,0.33333,0
#cocacola,0,0.20633,0.127
#cloudy,0,0,0
#clean,0.045111,0.17167,0.11656
#bridge,0,0.28367,0.049667
#boat,0,0.23867,0.094667
#bf,0,0,0
#bbq,0.036167,0.261,0.036167
yup,0,0.266,0.067333
window,0.024833,0.291,0.017333
ways,0,0.33333,0
vai,0,0.25411,0.079222
update,0.030667,0.30267,0
throwback,0,0,0
sushi,0.021722,0.27189,0.039722
stadium,0.037583,0.29575,0
south,0.024333,0.2195,0.0895
sign,0.018167,0.28367,0.0315
shine,0,0.29217,0.041167
session,0.0175,0.25433,0.061333
send,0.0085556,0.30233,0.022444
scene,0,0,0
s\u00e1bado,0,0.33333,0
rs,0.0115,0.28833,0.033667
ran,0.019333,0.28933,0.024556
quando,0,0,0
pure,0.029778,0.213,0.090556
pls,0,0.30067,0.032667
near,0.02925,0.2805,0.023583
natal,0,0,0
nail,0.0846,0.23347,0.0152
mountain,0,0.276,0.057333
misses,0.033667,0.23033,0.069
mes,0,0,0
menos,0,0,0
leg,0.045083,0.28825,0
laughing,0.028222,0.18078,0.12433
kitchen,0.033,0.30033,0
keeps,0.017833,0.2965,0.019
image,0.093333,0.17233,0.067667
ik,0,0.33333,0
http://,0.0076667,0.2689,0.056762
growing,0,0.2265,0.10683
goodmorning,0.086,0.17967,0.067667
finish,0,0,0
fam,0,0.31358,0.01975
depressing,0.096444,0.20044,0.036333
delicious,0.021889,0.18411,0.12733
das,0,0.33333,0
cupcakes,0,0.28233,0.051
cookie,0,0.33333,0
clean,0.018133,0.23587,0.0794
choice,0,0.29217,0.041167
cheers,0,0.17533,0.158
celebrate,0,0,0
building,0.068667,0.26467,0
album,0.026444,0.30689,0
absolutely,0.030833,0.22817,0.074167
`,0,0,0
__,0.016333,0.26283,0.054167
\u0e1a,0,0.238,0.095333
\u0e04,0,0,0
\u0434\u0435\u043d\u044c,0,0.33333,0
,0,0.20007,0.13327
40,0,0.26133,0.072
24,0.016733,0.29967,0.016933
#vans,0,0.234,0.099333
#texas,0,0,0
#sundayfunday,0,0,0
#stressed,0,0,0
#soul,0.024083,0.2605,0.04875
#soccergame,0,0,0
#see,0,0,0
#popular,0,0.21839,0.11494
#poland,0.019,0.20633,0.10833
#piccollage,0,0,0
#pen,0,0.247,0.086333
#peaceful,0,0.246,0.087333
#notcool,0,0.33333,0
#monster,0,0.33333,0
#meal,0.016333,0.29027,0.026733
#manga,0.031667,0.30167,0
#linda,0.055667,0.27767,0
#latergram,0,0.33333,0
#justme,0,0.205,0.12833
#joke,0.064333,0.20067,0.068333
#instaquote,0.056667,0.1615,0.11533
#indie,0,0.21783,0.1155
#idol,0,0,0
#high,0.032,0.16833,0.133
#her,0,0,0
#he,0.043333,0.20083,0.089167
#happygirl,0,0.26,0.073333
#grunge,0,0,0
#growingup,0,0.20967,0.12367
#fruit,0,0,0
#footballplayer,0,0,0
#footballmatch,0,0,0
